sample_id,sample_date,stream_ion,ion_conc
Q2,1987-10-05,NH4-N,57
Q2,1987-10-05,NO3-N,296
Q2,1987-10-06,K,0.91
Q2,1987-10-06,Mg,1.21
Q2,1987-10-06,Ca,1.99
Q2,1987-10-06,NH4-N,10
Q2,1987-10-06,NO3-N,166
Q2,1987-10-13,K,0.84
Q2,1987-10-13,Mg,2.68
Q2,1987-10-13,Ca,5.13
Q2,1987-10-13,NH4-N,17
Q2,1987-10-13,NO3-N,192
Q2,1987-10-22,K,0.81
Q2,1987-10-22,Mg,2.51
Q2,1987-10-22,Ca,5.08
Q2,1987-10-22,NH4-N,13
Q2,1987-10-22,NO3-N,171
Q2,1987-10-29,K,0.78
Q2,1987-10-29,Mg,2.69
Q2,1987-10-29,Ca,5.01
Q2,1987-10-29,NH4-N,7
Q2,1987-10-29,NO3-N,168
Q2,1987-11-05,K,0.89
Q2,1987-11-05,Mg,2.31
Q2,1987-11-05,Ca,4.85
Q2,1987-11-05,NH4-N,7
Q2,1987-11-05,NO3-N,177
Q2,1987-11-12,K,0.89
Q2,1987-11-12,Mg,2.71
Q2,1987-11-12,Ca,5.5
Q2,1987-11-12,NH4-N,27
Q2,1987-11-12,NO3-N,200
Q2,1987-11-24,K,0.95
Q2,1987-11-24,Mg,1.71
Q2,1987-11-24,Ca,3.61
Q2,1987-11-24,NH4-N,11
Q2,1987-11-24,NO3-N,136
Q2,1987-11-25,K,0.93
Q2,1987-11-25,Mg,1.66
Q2,1987-11-25,Ca,3.67
Q2,1987-11-25,NH4-N,7
Q2,1987-11-25,NO3-N,275
Q2,1987-12-01,K,0.81
Q2,1987-12-01,Mg,2.38
Q2,1987-12-01,Ca,4.86
Q2,1987-12-01,NH4-N,7
Q2,1987-12-01,NO3-N,217
Q2,1987-12-07,K,0.75
Q2,1987-12-07,Mg,1.09
Q2,1987-12-07,Ca,2.4
Q2,1987-12-07,NH4-N,15
Q2,1987-12-07,NO3-N,208
Q2,1987-12-08,K,0.67
Q2,1987-12-08,Mg,1.49
Q2,1987-12-08,Ca,2.95
Q2,1987-12-08,NH4-N,32
Q2,1987-12-08,NO3-N,208
Q2,1987-12-15,K,0.82
Q2,1987-12-15,Mg,2.27
Q2,1987-12-15,Ca,4.8
Q2,1987-12-15,NH4-N,11
Q2,1987-12-22,K,0.82
Q2,1987-12-22,Mg,2.35
Q2,1987-12-22,Ca,4.75
Q2,1987-12-22,NH4-N,11
Q2,1987-12-29,K,0.78
Q2,1987-12-29,Mg,2.58
Q2,1987-12-29,Ca,5
Q2,1987-12-29,NH4-N,19
Q2,1987-12-29,NO3-N,253
Q2,1988-01-05,K,0.77
Q2,1988-01-05,Mg,2.57
Q2,1988-01-05,Ca,5.01
Q2,1988-01-05,NH4-N,18
Q2,1988-01-05,NO3-N,255
Q2,1988-01-12,K,0.77
Q2,1988-01-12,Mg,2.54
Q2,1988-01-12,Ca,5.27
Q2,1988-01-12,NH4-N,11
Q2,1988-01-12,NO3-N,233
Q2,1988-01-19,K,0.74
Q2,1988-01-19,Mg,2.61
Q2,1988-01-19,Ca,5.28
Q2,1988-01-19,NH4-N,18
Q2,1988-01-19,NO3-N,221
Q2,1988-01-26,K,0.71
Q2,1988-01-26,Mg,2.74
Q2,1988-01-26,Ca,5.52
Q2,1988-01-26,NH4-N,17
Q2,1988-01-26,NO3-N,195
Q2,1988-01-29,K,0.87
Q2,1988-01-29,Mg,1.86
Q2,1988-01-29,Ca,4.05
Q2,1988-01-29,NH4-N,14
Q2,1988-01-29,NO3-N,183
Q2,1988-01-29,K,1.12
Q2,1988-01-29,Mg,1.59
Q2,1988-01-29,Ca,3.66
Q2,1988-01-29,NH4-N,12
Q2,1988-01-29,NO3-N,306
Q2,1988-01-29,K,0.99
Q2,1988-01-29,Mg,1.58
Q2,1988-01-29,Ca,3.75
Q2,1988-01-29,NH4-N,31
Q2,1988-01-29,NO3-N,364
Q2,1988-01-29,K,1.1
Q2,1988-01-29,Mg,1.5
Q2,1988-01-29,Ca,3.45
Q2,1988-01-29,NH4-N,12
Q2,1988-01-29,NO3-N,333
Q2,1988-01-29,K,1.03
Q2,1988-01-29,Mg,1.74
Q2,1988-01-29,Ca,3.96
Q2,1988-01-29,NH4-N,14
Q2,1988-01-29,NO3-N,268
Q2,1988-01-29,K,0.84
Q2,1988-01-29,Mg,1.94
Q2,1988-01-29,Ca,4.07
Q2,1988-01-29,NH4-N,41
Q2,1988-01-29,K,0.98
Q2,1988-01-29,Mg,1.53
Q2,1988-01-29,Ca,3.54
Q2,1988-01-29,NH4-N,23
Q2,1988-01-29,NO3-N,331
Q2,1988-01-29,K,0.84
Q2,1988-01-29,Mg,1.98
Q2,1988-01-29,Ca,4.07
Q2,1988-01-29,NH4-N,7
Q2,1988-02-02,K,0.9
Q2,1988-02-02,Mg,1.64
Q2,1988-02-02,Ca,3.6
Q2,1988-02-02,NH4-N,12
Q2,1988-02-02,NO3-N,223
Q2,1988-02-02,K,0.81
Q2,1988-02-02,Mg,1.77
Q2,1988-02-02,Ca,4.02
Q2,1988-02-02,NH4-N,30
Q2,1988-02-02,NO3-N,153
Q2,1988-02-03,K,0.91
Q2,1988-02-03,Mg,2.48
Q2,1988-02-03,Ca,5.42
Q2,1988-02-03,NH4-N,16
Q2,1988-02-03,NO3-N,282
Q2,1988-02-16,K,0.64
Q2,1988-02-16,Mg,2.45
Q2,1988-02-16,Ca,4.51
Q2,1988-02-16,NH4-N,19
Q2,1988-02-16,NO3-N,31
Q2,1988-02-23,K,0.82
Q2,1988-02-23,Mg,2.73
Q2,1988-02-23,Ca,5.15
Q2,1988-02-23,NH4-N,19
Q2,1988-02-23,NO3-N,231
Q2,1988-03-01,K,0.77
Q2,1988-03-01,Mg,2.73
Q2,1988-03-01,Ca,5.15
Q2,1988-03-01,NH4-N,19
Q2,1988-03-01,NO3-N,218
Q2,1988-03-08,K,0.7
Q2,1988-03-08,Mg,2.56
Q2,1988-03-08,Ca,4.91
Q2,1988-03-08,NH4-N,27
Q2,1988-03-08,NO3-N,209
Q2,1988-03-15,K,0.72
Q2,1988-03-15,Mg,2.62
Q2,1988-03-15,Ca,4.9
Q2,1988-03-15,NH4-N,27
Q2,1988-03-15,NO3-N,191
Q2,1988-03-23,K,0.82
Q2,1988-03-23,Mg,1.35
Q2,1988-03-23,Ca,1.73
Q2,1988-03-23,NH4-N,9
Q2,1988-03-23,NO3-N,139
Q2,1988-03-29,K,0.97
Q2,1988-03-29,Mg,1.69
Q2,1988-03-29,Ca,3.51
Q2,1988-03-29,NH4-N,12
Q2,1988-03-29,NO3-N,287
Q2,1988-04-05,K,0.78
Q2,1988-04-05,Mg,2.64
Q2,1988-04-05,Ca,4.85
Q2,1988-04-05,NO3-N,174
Q2,1988-04-12,K,0.69
Q2,1988-04-12,Mg,2.71
Q2,1988-04-12,Ca,4.77
Q2,1988-04-12,NO3-N,173
Q2,1988-04-19,K,0.77
Q2,1988-04-19,Mg,2.16
Q2,1988-04-19,Ca,4.05
Q2,1988-04-19,NH4-N,23
Q2,1988-04-19,NO3-N,212
Q2,1988-04-26,K,0.79
Q2,1988-04-26,Mg,2.55
Q2,1988-04-26,Ca,4.73
Q2,1988-04-26,NH4-N,34
Q2,1988-04-26,NO3-N,182
Q2,1988-05-03,K,0.81
Q2,1988-05-03,Mg,2.57
Q2,1988-05-03,Ca,4.74
Q2,1988-05-03,NH4-N,58
Q2,1988-05-03,NO3-N,164
Q2,1988-05-10,K,1.27
Q2,1988-05-10,Mg,0.9
Q2,1988-05-10,Ca,2.48
Q2,1988-05-10,NH4-N,38
Q2,1988-05-10,NO3-N,415
Q2,1988-05-10,K,0.77
Q2,1988-05-10,Mg,2.66
Q2,1988-05-10,Ca,4.35
Q2,1988-05-10,NH4-N,54
Q2,1988-05-10,NO3-N,162
Q2,1988-05-17,K,0.75
Q2,1988-05-17,Mg,1.13
Q2,1988-05-17,Ca,1.36
Q2,1988-05-17,NH4-N,117
Q2,1988-05-17,NO3-N,234
Q2,1988-05-24,K,0.67
Q2,1988-05-24,Mg,2.37
Q2,1988-05-24,Ca,4.26
Q2,1988-05-24,NH4-N,54
Q2,1988-05-24,NO3-N,213
Q2,1988-05-31,K,0.83
Q2,1988-05-31,Mg,2.19
Q2,1988-05-31,Ca,3.58
Q2,1988-05-31,NH4-N,69
Q2,1988-05-31,NO3-N,224
Q2,1988-06-07,K,0.72
Q2,1988-06-07,Mg,2.63
Q2,1988-06-07,Ca,4.36
Q2,1988-06-07,NH4-N,71
Q2,1988-06-07,NO3-N,188
Q2,1988-06-14,K,0.69
Q2,1988-06-14,Mg,2.59
Q2,1988-06-14,Ca,4.12
Q2,1988-06-14,NH4-N,118
Q2,1988-06-21,K,0.73
Q2,1988-06-21,Mg,1.88
Q2,1988-06-21,Ca,3.48
Q2,1988-06-28,K,0.71
Q2,1988-06-28,Mg,2.41
Q2,1988-06-28,Ca,4.05
Q2,1988-07-05,K,0.83
Q2,1988-07-05,Mg,2.43
Q2,1988-07-05,Ca,3.83
Q2,1988-07-12,K,0.71
Q2,1988-07-12,Mg,2.59
Q2,1988-07-12,Ca,4.53
Q2,1988-07-19,K,0.77
Q2,1988-07-19,Mg,1.84
Q2,1988-07-19,Ca,3.36
Q2,1988-07-22,K,0.81
Q2,1988-07-22,Mg,2.23
Q2,1988-07-22,Ca,3.8
Q2,1988-07-26,K,0.8
Q2,1988-07-26,Mg,1.88
Q2,1988-07-26,Ca,3.38
Q2,1988-07-26,K,0.71
Q2,1988-07-26,Mg,1.61
Q2,1988-07-26,Ca,3.1
Q2,1988-08-02,K,0.77
Q2,1988-08-02,Mg,2.55
Q2,1988-08-02,Ca,1.32
Q2,1988-08-09,K,0.77
Q2,1988-08-09,Mg,2.61
Q2,1988-08-09,Ca,4.21
Q2,1988-08-09,NH4-N,17
Q2,1988-08-16,K,0.86
Q2,1988-08-16,Mg,2.88
Q2,1988-08-16,Ca,3.9
Q2,1988-08-16,NH4-N,14
Q2,1988-08-23,K,0.73
Q2,1988-08-23,Mg,2.53
Q2,1988-08-23,Ca,4.35
Q2,1988-08-24,K,0.81
Q2,1988-08-24,Mg,1.8
Q2,1988-08-24,Ca,3.44
Q2,1988-08-24,NH4-N,11
Q2,1988-08-24,NO3-N,70
Q2,1988-08-24,K,0.87
Q2,1988-08-24,Mg,1.14
Q2,1988-08-24,Ca,2.75
Q2,1988-08-24,NO3-N,238
Q2,1988-08-24,K,0.95
Q2,1988-08-24,Mg,1.15
Q2,1988-08-24,Ca,2.47
Q2,1988-08-24,NO3-N,172
Q2,1988-08-24,K,0.82
Q2,1988-08-24,Mg,0.55
Q2,1988-08-24,Ca,1.04
Q2,1988-08-24,NO3-N,133
Q2,1988-08-30,K,0.69
Q2,1988-08-30,Mg,2.43
Q2,1988-08-30,Ca,4.92
Q2,1988-08-30,NO3-N,241
Q2,1988-09-06,K,0.7
Q2,1988-09-06,Mg,2.64
Q2,1988-09-06,Ca,5.12
Q2,1988-09-06,NO3-N,216
Q2,1988-09-13,K,0.73
Q2,1988-09-13,Mg,2.29
Q2,1988-09-13,Ca,4.25
Q2,1988-09-13,NO3-N,240
Q2,1988-09-20,K,0.75
Q2,1988-09-20,Mg,2.54
Q2,1988-09-20,Ca,4.73
Q2,1988-09-20,NO3-N,227
Q2,1988-09-27,K,0.68
Q2,1988-09-27,Mg,2.63
Q2,1988-09-27,Ca,4.78
Q2,1988-09-27,NH4-N,17
Q2,1988-09-27,NO3-N,246
Q2,1988-10-04,K,0.72
Q2,1988-10-04,Mg,2.13
Q2,1988-10-04,Ca,3.91
Q2,1988-10-04,NO3-N,9
Q2,1988-10-11,K,0.78
Q2,1988-10-11,NH4-N,63
Q2,1988-10-11,NO3-N,240
Q2,1988-10-18,NH4-N,61
Q2,1988-10-18,NO3-N,235
Q2,1988-10-25,K,0.83
Q2,1988-10-25,Mg,2.32
Q2,1988-10-25,Ca,5.05
Q2,1988-11-01,K,0.81
Q2,1988-11-01,Mg,2.33
Q2,1988-11-01,Ca,3.9
Q2,1988-11-01,NO3-N,218
Q2,1988-11-07,K,0.86
Q2,1988-11-07,Mg,2.35
Q2,1988-11-07,Ca,5.23
Q2,1988-11-07,NO3-N,225
Q2,1988-11-15,K,0.83
Q2,1988-11-15,Mg,2.34
Q2,1988-11-15,Ca,4.98
Q2,1988-11-15,NO3-N,224
Q2,1988-11-22,K,0.8
Q2,1988-11-22,Mg,2.25
Q2,1988-11-22,Ca,4.87
Q2,1988-11-22,NO3-N,224
Q2,1988-11-29,K,0.82
Q2,1988-11-29,Mg,2.59
Q2,1988-11-29,Ca,4.2
Q2,1988-11-29,NO3-N,208
Q2,1988-12-06,K,0.96
Q2,1988-12-06,Mg,2.62
Q2,1988-12-06,Ca,3.96
Q2,1988-12-06,NO3-N,239
Q2,1988-12-13,K,0.87
Q2,1988-12-13,Mg,2.25
Q2,1988-12-13,Ca,1.3
Q2,1988-12-13,NO3-N,220
Q2,1988-12-20,K,0.83
Q2,1988-12-20,Mg,2.33
Q2,1988-12-20,Ca,4.05
Q2,1988-12-20,NO3-N,214
Q2,1988-12-27,K,0.83
Q2,1988-12-27,Mg,2.42
Q2,1988-12-27,Ca,5.21
Q2,1988-12-27,NO3-N,227
Q2,1989-01-03,K,0.91
Q2,1989-01-03,Mg,2.5
Q2,1989-01-03,Ca,3.96
Q2,1989-01-03,NO3-N,9
Q2,1989-01-10,K,1
Q2,1989-01-10,Mg,1.97
Q2,1989-01-10,Ca,4.92
Q2,1989-01-10,NO3-N,421
Q2,1989-01-17,K,1
Q2,1989-01-17,Mg,2.54
Q2,1989-01-17,Ca,3.93
Q2,1989-01-17,NO3-N,139
Q2,1989-01-24,K,0.94
Q2,1989-01-24,Mg,2.66
Q2,1989-01-24,Ca,4.08
Q2,1989-01-24,NO3-N,222
Q2,1989-01-31,K,0.94
Q2,1989-01-31,Mg,2.69
Q2,1989-01-31,Ca,4.08
Q2,1989-01-31,NO3-N,246
Q2,1989-02-07,K,0.94
Q2,1989-02-07,Mg,2.55
Q2,1989-02-07,Ca,5.08
Q2,1989-02-07,NO3-N,245
Q2,1989-02-14,K,0.78
Q2,1989-02-14,Mg,2.69
Q2,1989-02-14,Ca,5.09
Q2,1989-02-14,NO3-N,249
Q2,1989-02-21,K,0.86
Q2,1989-02-21,Mg,2.36
Q2,1989-02-21,Ca,4.65
Q2,1989-02-21,NO3-N,228
Q2,1989-02-28,K,0.9
Q2,1989-02-28,Mg,2.25
Q2,1989-02-28,Ca,4.59
Q2,1989-02-28,NO3-N,235
Q2,1989-03-07,K,0.89
Q2,1989-03-07,Mg,2.59
Q2,1989-03-07,Ca,5.04
Q2,1989-03-07,NO3-N,237
Q2,1989-03-14,NO3-N,61
Q2,1989-03-14,K,0.86
Q2,1989-03-14,Mg,2.35
Q2,1989-03-14,Ca,4.79
Q2,1989-03-14,NO3-N,466
Q2,1989-03-21,K,0.86
Q2,1989-03-21,Mg,5.57
Q2,1989-03-21,Ca,4.66
Q2,1989-03-21,NO3-N,229
Q2,1989-03-28,K,0.5
Q2,1989-03-28,Mg,2.61
Q2,1989-03-28,Ca,4.66
Q2,1989-03-28,NO3-N,217
Q2,1989-04-04,K,0.86
Q2,1989-04-04,Mg,2.49
Q2,1989-04-04,Ca,4.13
Q2,1989-04-04,NO3-N,224
Q2,1989-04-11,K,0.9
Q2,1989-04-11,Mg,2.23
Q2,1989-04-11,Ca,4.95
Q2,1989-04-11,NO3-N,209
Q2,1989-04-18,K,0.91
Q2,1989-04-18,Mg,2.47
Q2,1989-04-18,Ca,4.11
Q2,1989-04-18,NO3-N,143
Q2,1989-04-25,K,0.94
Q2,1989-04-25,Mg,2.51
Q2,1989-04-25,Ca,4.2
Q2,1989-04-25,NO3-N,162
Q2,1989-05-02,K,0.97
Q2,1989-05-02,Mg,2.62
Q2,1989-05-02,Ca,4.23
Q2,1989-05-02,NO3-N,151
Q2,1989-05-09,K,0.98
Q2,1989-05-09,Mg,2.36
Q2,1989-05-09,Ca,5.1
Q2,1989-05-09,NO3-N,194
Q2,1989-05-16,K,0.97
Q2,1989-05-16,Mg,3.03
Q2,1989-05-16,Ca,4.17
Q2,1989-05-16,NO3-N,186
Q2,1989-05-23,K,0.85
Q2,1989-05-23,Mg,2.74
Q2,1989-05-23,Ca,4.41
Q2,1989-05-23,NO3-N,166
Q2,1989-05-30,K,0.97
Q2,1989-05-30,Mg,2.8
Q2,1989-05-30,Ca,4.23
Q2,1989-05-30,NO3-N,156
Q2,1989-06-06,K,1.02
Q2,1989-06-06,Mg,2.76
Q2,1989-06-06,Ca,4.44
Q2,1989-06-06,NO3-N,199
Q2,1989-06-13,K,0.83
Q2,1989-06-13,Mg,2.62
Q2,1989-06-13,Ca,5.19
Q2,1989-06-13,NO3-N,167
Q2,1989-06-20,K,0.9
Q2,1989-06-20,Mg,2.64
Q2,1989-06-20,Ca,5.25
Q2,1989-06-20,NO3-N,185
Q2,1989-06-27,K,0.88
Q2,1989-06-27,Mg,2.86
Q2,1989-06-27,Ca,4.72
Q2,1989-06-27,NO3-N,86
Q2,1989-07-05,K,0.95
Q2,1989-07-05,Mg,1.25
Q2,1989-07-05,Ca,2.98
Q2,1989-07-05,NO3-N,211
Q2,1989-07-11,K,1.1
Q2,1989-07-11,Mg,2.5
Q2,1989-07-11,Ca,5.07
Q2,1989-07-11,NO3-N,198
Q2,1989-07-18,K,1.07
Q2,1989-07-18,Mg,2.48
Q2,1989-07-18,Ca,5.25
Q2,1989-07-18,NO3-N,132
Q2,1989-07-26,K,1.03
