sample_id,sample_date,stream_ion,ion_conc
MPR,1998-02-10,NO3-N,35
MPR,1998-02-17,K,0.94
MPR,1998-02-17,Mg,2.04
MPR,1998-02-17,Ca,5.84
MPR,1998-02-17,NO3-N,23
MPR,1998-02-24,K,0.7
MPR,1998-02-24,Mg,1.63
MPR,1998-02-24,Ca,5
MPR,1998-02-24,NH4-N,45
MPR,1998-02-24,NO3-N,60
MPR,1998-03-03,K,1.39
MPR,1998-03-03,Mg,2.73
MPR,1998-03-03,Ca,7.52
MPR,1998-03-03,NH4-N,11
MPR,1998-03-03,NO3-N,15
MPR,1998-03-10,K,0.83
MPR,1998-03-10,Mg,2.2
MPR,1998-03-10,Ca,6.17
MPR,1998-03-10,NH4-N,6
MPR,1998-03-10,NO3-N,64
MPR,1998-03-17,K,0.78
MPR,1998-03-17,Mg,2.08
MPR,1998-03-17,Ca,7.77
MPR,1998-03-17,NH4-N,8
MPR,1998-03-24,K,0.68
MPR,1998-03-24,Mg,2.26
MPR,1998-03-24,Ca,5.01
MPR,1998-03-24,NO3-N,11
MPR,1998-03-31,K,0.9
MPR,1998-03-31,Mg,1.58
MPR,1998-03-31,Ca,5
MPR,1998-03-31,NH4-N,6
MPR,1998-03-31,NO3-N,99
MPR,1998-04-07,K,0.74
MPR,1998-04-07,Mg,1.71
MPR,1998-04-07,Ca,4.15
MPR,1998-04-07,NO3-N,14
MPR,1998-04-14,K,0.62
MPR,1998-04-14,Mg,1.91
MPR,1998-04-14,Ca,7.12
MPR,1998-04-14,NO3-N,28
MPR,1998-04-21,K,0.63
MPR,1998-04-21,Mg,1.49
MPR,1998-04-21,Ca,7.14
MPR,1998-04-21,NH4-N,15
MPR,1998-04-21,NO3-N,16
MPR,1998-04-28,Mg,0.6
MPR,1998-04-28,Ca,2.97
MPR,1998-04-28,NH4-N,8
MPR,1998-05-05,K,0.7
MPR,1998-05-05,Mg,1.84
MPR,1998-05-05,Ca,7.52
MPR,1998-05-05,NH4-N,19
MPR,1998-05-05,NO3-N,80
MPR,1998-05-12,K,0.21
MPR,1998-05-12,Mg,0.9
MPR,1998-05-12,Ca,5.71
MPR,1998-05-12,NO3-N,7
MPR,1998-05-19,K,0.69
MPR,1998-05-19,Mg,1.82
MPR,1998-05-19,Ca,4.3
MPR,1998-05-19,NO3-N,102
MPR,1998-05-26,K,0.74
MPR,1998-05-26,Mg,1.73
MPR,1998-05-26,Ca,3.45
MPR,1998-05-26,NH4-N,23
MPR,1998-05-26,NO3-N,193
MPR,1998-06-02,K,0.9
MPR,1998-06-02,Mg,1.5
MPR,1998-06-02,Ca,6.32
MPR,1998-06-02,NH4-N,7
MPR,1998-06-02,NO3-N,51
MPR,1998-06-09,K,1.86
MPR,1998-06-09,Mg,2.08
MPR,1998-06-09,Ca,6.85
MPR,1998-06-16,K,0.61
MPR,1998-06-16,Mg,1.12
MPR,1998-06-16,Ca,4.88
MPR,1998-06-16,NO3-N,79
MPR,1998-06-22,NO3-N,74
MPR,1998-06-23,K,0.59
MPR,1998-06-23,Mg,0.91
MPR,1998-06-23,Ca,4.84
MPR,1998-06-23,NO3-N,9
MPR,1998-06-30,K,0.79
MPR,1998-06-30,Mg,2.12
MPR,1998-06-30,Ca,4.5
MPR,1998-06-30,NH4-N,7
MPR,1998-07-07,K,1.1
MPR,1998-07-07,Mg,2.21
MPR,1998-07-07,Ca,8.07
MPR,1998-07-07,NO3-N,14
MPR,1998-07-07,K,0.81
MPR,1998-07-07,Mg,2.03
MPR,1998-07-07,Ca,5.96
MPR,1998-07-07,NH4-N,6
MPR,1998-07-07,NO3-N,92
MPR,1998-07-11,Mg,2.35
MPR,1998-07-11,Ca,8.01
MPR,1998-07-11,NH4-N,9
MPR,1998-07-11,NO3-N,8
MPR,1998-07-14,K,0.86
MPR,1998-07-14,Mg,3.44
MPR,1998-07-14,Ca,7.89
MPR,1998-07-14,NO3-N,98
MPR,1998-07-21,K,0.66
MPR,1998-07-21,Mg,1.59
MPR,1998-07-21,Ca,6.36
MPR,1998-07-21,NO3-N,7
MPR,1998-07-28,K,0.64
MPR,1998-07-28,Mg,1.99
MPR,1998-07-28,Ca,7.48
MPR,1998-07-28,NO3-N,93
MPR,1998-08-04,K,0.67
MPR,1998-08-04,Mg,2.28
MPR,1998-08-04,Ca,8.24
MPR,1998-08-04,NO3-N,68
MPR,1998-08-11,K,0.71
MPR,1998-08-11,Mg,3.45
MPR,1998-08-11,Ca,7.41
MPR,1998-08-11,NH4-N,13
MPR,1998-08-11,NO3-N,76
MPR,1998-08-18,K,0.59
MPR,1998-08-18,Mg,3.86
MPR,1998-08-18,Ca,6.84
MPR,1998-08-18,NH4-N,25
MPR,1998-08-18,NO3-N,103
MPR,1998-08-25,K,0.53
MPR,1998-08-25,Mg,0.96
MPR,1998-08-25,Ca,3.76
MPR,1998-08-25,NH4-N,17
MPR,1998-08-25,NO3-N,244
MPR,1998-09-01,Mg,0.39
MPR,1998-09-01,Ca,4.17
MPR,1998-09-01,NH4-N,17
MPR,1998-09-01,NO3-N,30
MPR,1998-09-08,K,0.28
MPR,1998-09-08,Mg,0.28
MPR,1998-09-08,NH4-N,30
MPR,1998-09-08,NO3-N,14
MPR,1998-09-15,K,0.76
MPR,1998-09-15,Mg,1.54
MPR,1998-09-15,Ca,7.28
MPR,1998-09-15,NH4-N,15
MPR,1998-09-15,NO3-N,108
MPR,1998-09-26,K,1.06
MPR,1998-09-26,Mg,2.04
MPR,1998-09-26,Ca,7.95
MPR,1998-09-26,NH4-N,10
MPR,1998-09-26,NO3-N,24
MPR,1998-09-29,K,1.06
MPR,1998-09-29,Mg,2.22
MPR,1998-09-29,Ca,9.01
MPR,1998-09-29,NO3-N,45
MPR,1998-10-01,K,1.11
MPR,1998-10-01,Mg,2.15
MPR,1998-10-01,Ca,8.4
MPR,1998-10-01,NO3-N,25
MPR,1998-10-06,K,1.03
MPR,1998-10-06,Mg,2.32
MPR,1998-10-06,Ca,8.49
MPR,1998-10-06,NH4-N,7
MPR,1998-10-06,NO3-N,22
MPR,1998-10-09,K,1.36
MPR,1998-10-09,Mg,2.43
MPR,1998-10-09,Ca,9.33
MPR,1998-10-09,NH4-N,8
MPR,1998-10-09,NO3-N,156
MPR,1998-10-13,K,1.39
MPR,1998-10-13,Mg,2.33
MPR,1998-10-13,Ca,8.97
MPR,1998-10-13,NH4-N,8
MPR,1998-10-13,NO3-N,91
MPR,1998-10-16,K,1.45
MPR,1998-10-16,Mg,2.2
MPR,1998-10-16,Ca,8.3
MPR,1998-10-16,NO3-N,161
MPR,1998-10-20,K,1.84
MPR,1998-10-20,Mg,2.04
MPR,1998-10-20,Ca,8.07
MPR,1998-10-20,NO3-N,350
MPR,1998-10-27,K,1.46
MPR,1998-10-27,Mg,1.77
MPR,1998-10-27,Ca,7.12
MPR,1998-10-27,NH4-N,6
MPR,1998-10-27,NO3-N,400
MPR,1998-11-03,K,1.41
MPR,1998-11-03,Mg,1.89
MPR,1998-11-03,Ca,7.39
MPR,1998-11-03,NO3-N,558
MPR,1998-11-10,K,1.11
MPR,1998-11-10,Mg,1.98
MPR,1998-11-10,Ca,6.99
MPR,1998-11-10,NH4-N,6
MPR,1998-11-10,NO3-N,538
MPR,1998-11-17,K,1.24
MPR,1998-11-17,Mg,2.01
MPR,1998-11-17,Ca,10.76
MPR,1998-11-17,NH4-N,7
MPR,1998-11-17,NO3-N,290
MPR,1998-11-24,K,1.07
MPR,1998-11-24,Mg,1.86
MPR,1998-11-24,Ca,7.94
MPR,1998-11-24,NH4-N,7
MPR,1998-11-24,NO3-N,445
MPR,1998-12-01,K,1.2
MPR,1998-12-01,Mg,1.09
MPR,1998-12-01,Ca,4.96
MPR,1998-12-01,NH4-N,13
MPR,1998-12-01,NO3-N,458
MPR,1998-12-08,K,0.99
MPR,1998-12-08,Mg,1.76
MPR,1998-12-08,Ca,6.71
MPR,1998-12-08,NH4-N,5
MPR,1998-12-08,NO3-N,246
MPR,1998-12-15,K,0.9
MPR,1998-12-15,Mg,1.97
MPR,1998-12-15,Ca,7.27
MPR,1998-12-15,NH4-N,7
MPR,1998-12-15,NO3-N,263
MPR,1998-12-29,K,1.15
MPR,1998-12-29,Mg,1.29
MPR,1998-12-29,Ca,4.77
MPR,1998-12-29,NH4-N,6
MPR,1998-12-29,NO3-N,598
MPR,1999-01-05,K,1.04
MPR,1999-01-05,Mg,4.39
MPR,1999-01-05,Ca,6.91
MPR,1999-01-05,NH4-N,7
MPR,1999-01-05,NO3-N,177
MPR,1999-01-12,K,1.02
MPR,1999-01-12,Mg,2
MPR,1999-01-12,Ca,7.49
MPR,1999-01-12,NH4-N,6
MPR,1999-01-19,K,1.08
MPR,1999-01-19,Mg,4.84
MPR,1999-01-19,Ca,7.57
MPR,1999-01-19,NH4-N,50
MPR,1999-01-19,NO3-N,234
MPR,1999-01-26,K,0.86
MPR,1999-01-26,Mg,1.79
MPR,1999-01-26,Ca,7
MPR,1999-01-26,NO3-N,244
MPR,1999-02-02,K,1.04
MPR,1999-02-02,Mg,4.35
MPR,1999-02-02,Ca,6.84
MPR,1999-02-02,NH4-N,8
MPR,1999-02-02,NO3-N,334
MPR,1999-02-09,K,1.47
MPR,1999-02-09,Mg,2.52
MPR,1999-02-09,Ca,8.01
MPR,1999-02-09,NO3-N,156
MPR,1999-02-16,K,1.35
MPR,1999-02-16,Mg,2.29
MPR,1999-02-16,Ca,8.84
MPR,1999-02-16,NO3-N,92
MPR,1999-02-23,K,0.95
MPR,1999-02-23,Mg,6.37
MPR,1999-02-23,Ca,9.97
MPR,1999-02-23,NH4-N,9
MPR,1999-02-23,NO3-N,97
MPR,1999-03-02,K,0.94
MPR,1999-03-02,Mg,5.45
MPR,1999-03-02,Ca,8.46
MPR,1999-03-02,NH4-N,5
MPR,1999-03-02,NO3-N,147
MPR,1999-03-09,K,0.85
MPR,1999-03-09,Mg,2.68
MPR,1999-03-09,Ca,9.5
MPR,1999-03-09,NH4-N,5
MPR,1999-03-09,NO3-N,120
MPR,1999-03-16,K,0.91
MPR,1999-03-16,Mg,2.48
MPR,1999-03-16,Ca,6.99
MPR,1999-03-16,NH4-N,7
MPR,1999-03-16,NO3-N,156
MPR,1999-03-23,K,1
MPR,1999-03-23,Mg,2.7
MPR,1999-03-23,Ca,8.54
MPR,1999-03-23,NH4-N,40
MPR,1999-03-23,NO3-N,146
MPR,1999-03-30,K,0.97
MPR,1999-03-30,Mg,2.22
MPR,1999-03-30,Ca,7.96
MPR,1999-03-30,NH4-N,8
MPR,1999-03-30,NO3-N,152
MPR,1999-04-06,K,0.97
MPR,1999-04-06,Mg,3.18
MPR,1999-04-06,Ca,7.72
MPR,1999-04-06,NH4-N,6
MPR,1999-04-06,NO3-N,142
MPR,1999-04-13,K,0.85
MPR,1999-04-13,Mg,2.27
MPR,1999-04-13,Ca,7.68
MPR,1999-04-13,NO3-N,102
MPR,1999-04-20,K,1.37
MPR,1999-04-20,Mg,2.71
MPR,1999-04-20,Ca,8.01
MPR,1999-04-20,NH4-N,8
MPR,1999-04-20,NO3-N,74
MPR,1999-04-27,K,1.1
MPR,1999-04-27,Mg,2.39
MPR,1999-04-27,Ca,8.3
MPR,1999-04-27,NH4-N,8
MPR,1999-04-27,NO3-N,146
MPR,1999-05-04,K,0.97
MPR,1999-05-04,Mg,2.35
MPR,1999-05-04,Ca,5.8
MPR,1999-05-04,NH4-N,6
MPR,1999-05-04,NO3-N,83
MPR,1999-05-11,K,1.08
MPR,1999-05-11,Mg,2.03
MPR,1999-05-11,Ca,6.76
MPR,1999-05-11,NO3-N,178
MPR,1999-05-18,K,1.07
MPR,1999-05-18,Mg,2.28
MPR,1999-05-18,Ca,6.23
MPR,1999-05-18,NH4-N,6
MPR,1999-05-18,NO3-N,65
MPR,1999-05-25,K,0.94
MPR,1999-05-25,Mg,2.03
MPR,1999-05-25,Ca,6.48
MPR,1999-05-25,NH4-N,6
MPR,1999-05-25,NO3-N,113
MPR,1999-06-01,K,1.13
MPR,1999-06-01,Mg,2.48
MPR,1999-06-01,Ca,8.88
MPR,1999-06-01,NO3-N,71
MPR,1999-06-08,K,1.03
MPR,1999-06-08,Mg,2.36
MPR,1999-06-08,Ca,6.55
MPR,1999-06-15,K,0.96
MPR,1999-06-15,Mg,2.11
MPR,1999-06-15,Ca,7.63
MPR,1999-06-22,K,1.17
MPR,1999-06-22,Mg,1.89
MPR,1999-06-22,Ca,8.47
MPR,1999-06-22,NH4-N,11
MPR,1999-06-22,NO3-N,142
MPR,1999-06-29,K,1.14
MPR,1999-06-29,Mg,1.98
MPR,1999-06-29,Ca,6.75
MPR,1999-06-29,NH4-N,7
MPR,1999-06-29,NO3-N,97
MPR,1999-07-06,K,1.14
MPR,1999-07-06,Mg,1.8
MPR,1999-07-06,Ca,7.01
MPR,1999-07-06,NH4-N,7
MPR,1999-07-06,NO3-N,74
MPR,1999-07-13,K,0.74
MPR,1999-07-13,Mg,1.34
MPR,1999-07-13,Ca,5.21
MPR,1999-07-13,NH4-N,8
MPR,1999-07-13,NO3-N,216
MPR,1999-07-20,K,0.78
MPR,1999-07-20,Mg,2.05
MPR,1999-07-20,Ca,5.58
MPR,1999-07-20,NO3-N,116
MPR,1999-07-27,K,0.82
MPR,1999-07-27,Mg,1.81
MPR,1999-07-27,Ca,6.94
MPR,1999-07-27,NH4-N,10
MPR,1999-07-27,NO3-N,140
MPR,1999-08-10,K,0.92
MPR,1999-08-10,Mg,2.1
MPR,1999-08-10,Ca,7.21
MPR,1999-08-10,NO3-N,105
MPR,1999-08-17,K,0.8
MPR,1999-08-17,Mg,1.91
MPR,1999-08-17,Ca,5.26
MPR,1999-08-17,NH4-N,7
MPR,1999-08-17,NO3-N,92
MPR,1999-08-24,K,0.72
MPR,1999-08-24,Mg,1.58
MPR,1999-08-24,Ca,6.34
MPR,1999-08-24,NO3-N,200
MPR,1999-08-31,K,0.76
MPR,1999-08-31,Mg,1.92
MPR,1999-08-31,Ca,6.65
MPR,1999-08-31,NH4-N,5
MPR,1999-08-31,NO3-N,108
MPR,1999-09-07,K,0.78
MPR,1999-09-07,Mg,2.08
MPR,1999-09-07,Ca,7.37
MPR,1999-09-07,NH4-N,6
MPR,1999-09-07,NO3-N,125
MPR,1999-09-14,K,0.71
MPR,1999-09-14,Mg,1.57
MPR,1999-09-14,Ca,6.39
MPR,1999-09-14,NH4-N,7
MPR,1999-09-14,NO3-N,136
MPR,1999-09-21,K,0.69
MPR,1999-09-21,Mg,1.78
MPR,1999-09-21,Ca,6.84
MPR,1999-09-21,NH4-N,7
MPR,1999-09-21,NO3-N,156
MPR,1999-09-28,K,0.66
MPR,1999-09-28,Mg,0.97
MPR,1999-09-28,Ca,3.75
MPR,1999-09-28,NH4-N,8
MPR,1999-09-28,NO3-N,134
MPR,1999-10-05,K,0.69
MPR,1999-10-05,Mg,1.76
MPR,1999-10-05,Ca,6.66
MPR,1999-10-05,NH4-N,10
MPR,1999-10-05,NO3-N,103
MPR,1999-10-12,K,0.74
MPR,1999-10-12,Mg,2.04
MPR,1999-10-12,Ca,7.33
MPR,1999-10-12,NO3-N,113
MPR,1999-10-19,K,0.8
MPR,1999-10-19,Mg,2.21
MPR,1999-10-19,Ca,8.04
MPR,1999-10-19,NO3-N,113
MPR,1999-10-26,K,0.76
MPR,1999-10-26,Mg,1.6
MPR,1999-10-26,Ca,5.29
MPR,1999-10-26,NO3-N,198
MPR,1999-11-02,K,0.74
MPR,1999-11-02,Mg,1.56
MPR,1999-11-02,Ca,6.03
MPR,1999-11-02,NH4-N,6
MPR,1999-11-02,NO3-N,197
MPR,1999-11-09,K,0.57
MPR,1999-11-09,Mg,1.88
MPR,1999-11-09,Ca,6.55
MPR,1999-11-09,NH4-N,6
MPR,1999-11-09,NO3-N,126
MPR,1999-11-16,K,1.28
MPR,1999-11-16,Mg,2.69
MPR,1999-11-16,Ca,6.51
MPR,1999-11-16,NH4-N,6
MPR,1999-11-16,NO3-N,355
MPR,1999-11-23,K,0.6
MPR,1999-11-23,Mg,1.96
MPR,1999-11-23,Ca,6.77
MPR,1999-11-23,NO3-N,187
MPR,1999-11-30,K,0.64
MPR,1999-11-30,Mg,1.94
MPR,1999-11-30,Ca,6.79
MPR,1999-11-30,NO3-N,210
MPR,1999-12-07,K,0.47
MPR,1999-12-07,Mg,1.05
MPR,1999-12-07,Ca,3.73
MPR,1999-12-07,NH4-N,11
MPR,1999-12-07,NO3-N,150
MPR,1999-12-14,K,0.69
MPR,1999-12-14,Mg,2.19
MPR,1999-12-14,Ca,8.39
MPR,1999-12-14,NH4-N,5
MPR,1999-12-14,NO3-N,150
MPR,1999-12-21,K,0.54
MPR,1999-12-21,Mg,1.79
MPR,1999-12-21,Ca,5.57
MPR,1999-12-21,NH4-N,6
MPR,1999-12-21,NO3-N,130
MPR,1999-12-28,K,0.63
MPR,1999-12-28,Mg,1.93
MPR,1999-12-28,Ca,5.59
MPR,1999-12-28,NH4-N,9
MPR,1999-12-28,NO3-N,134
MPR,2000-01-04,K,0.53
MPR,2000-01-04,Mg,1.69
MPR,2000-01-04,Ca,6.3
MPR,2000-01-04,NO3-N,162
MPR,2000-01-11,K,0.58
MPR,2000-01-11,Mg,1.89
MPR,2000-01-11,Ca,4.24
MPR,2000-01-11,NO3-N,148
MPR,2000-01-18,K,0.68
MPR,2000-01-18,Mg,1.62
MPR,2000-01-18,Ca,3.79
MPR,2000-01-18,NO3-N,121
MPR,2000-01-25,K,0.59
MPR,2000-01-25,Mg,2.01
MPR,2000-01-25,Ca,5.78
MPR,2000-01-25,NH4-N,8
MPR,2000-01-25,NO3-N,103
MPR,2000-02-01,K,0.6
MPR,2000-02-01,Mg,1.99
MPR,2000-02-01,Ca,4.71
MPR,2000-02-01,NH4-N,8
MPR,2000-02-01,NO3-N,98
MPR,2000-02-08,K,0.55
MPR,2000-02-08,Mg,1.82
MPR,2000-02-08,Ca,6.28
MPR,2000-02-08,NH4-N,17
MPR,2000-02-08,NO3-N,102
MPR,2000-02-08,K,0.55
MPR,2000-02-08,Mg,1.82
MPR,2000-02-08,Ca,6.28
MPR,2000-02-08,NH4-N,5
MPR,2000-02-08,NO3-N,102
MPR,2000-02-15,K,0.7
MPR,2000-02-15,Mg,2.19
MPR,2000-02-15,Ca,9.25
MPR,2000-02-15,NO3-N,36
MPR,2000-02-22,K,0.56
MPR,2000-02-22,Mg,1.22
MPR,2000-02-22,Ca,4.91
MPR,2000-02-22,NH4-N,8
MPR,2000-02-22,NO3-N,128
MPR,2000-02-29,K,0.54
MPR,2000-02-29,Mg,2.05
MPR,2000-02-29,Ca,7.02
MPR,2000-02-29,NO3-N,88
MPR,2000-03-07,K,0.69
MPR,2000-03-07,Mg,2.25
MPR,2000-03-07,Ca,5.75
MPR,2000-03-07,NO3-N,65
MPR,2000-03-14,K,0.69
MPR,2000-03-14,Mg,2.27
MPR,2000-03-14,Ca,6.56
MPR,2000-03-14,NO3-N,60
MPR,2000-03-21,K,0.4
MPR,2000-03-21,Mg,2.51
MPR,2000-03-21,Ca,5.94
MPR,2000-03-21,NO3-N,58
MPR,2000-03-28,K,0.54
MPR,2000-03-28,Mg,2.75
MPR,2000-03-28,Ca,9.56
MPR,2000-03-28,NO3-N,68
MPR,2000-04-04,K,0.91
MPR,2000-04-04,Mg,2.43
MPR,2000-04-04,Ca,9.07
MPR,2000-04-04,NO3-N,70
MPR,2000-04-11,K,0.68
MPR,2000-04-11,Mg,2.59
MPR,2000-04-11,Ca,9.72
MPR,2000-04-11,NO3-N,52
MPR,2000-04-18,K,0.55
MPR,2000-04-18,Mg,1.89
MPR,2000-04-18,Ca,7.74
MPR,2000-04-18,NO3-N,55
MPR,2000-04-25,K,0.69
MPR,2000-04-25,Mg,2.43
MPR,2000-04-25,Ca,7.42
MPR,2000-04-25,NO3-N,43
MPR,2000-05-02,K,0.69
MPR,2000-05-02,Mg,2.38
MPR,2000-05-02,Ca,7.23
MPR,2000-05-02,NH4-N,6
MPR,2000-05-02,NO3-N,44
MPR,2000-05-09,K,0.66
MPR,2000-05-09,Mg,2.07
MPR,2000-05-09,Ca,6.01
MPR,2000-05-09,NH4-N,7
MPR,2000-05-09,NO3-N,43
MPR,2000-05-16,K,0.61
MPR,2000-05-16,Mg,2.18
MPR,2000-05-16,Ca,6.46
MPR,2000-05-16,NH4-N,9
MPR,2000-05-16,NO3-N,74
MPR,2000-05-23,K,0.79
MPR,2000-05-23,Mg,2.25
MPR,2000-05-23,Ca,7.92
MPR,2000-05-23,NO3-N,53
MPR,2000-05-30,K,0.69
MPR,2000-05-30,Mg,0.93
MPR,2000-05-30,Ca,3.93
MPR,2000-05-30,NH4-N,11
MPR,2000-05-30,NO3-N,101
MPR,2000-06-06,K,0.65
MPR,2000-06-06,Mg,2.06
MPR,2000-06-06,Ca,6.9
MPR,2000-06-06,NO3-N,36
MPR,2000-06-13,K,0.45
MPR,2000-06-13,Mg,1.68
MPR,2000-06-13,Ca,6.71
MPR,2000-06-13,NH4-N,5
MPR,2000-06-13,NO3-N,70
MPR,2000-06-20,K,0.7
MPR,2000-06-20,Mg,2.29
MPR,2000-06-20,Ca,7.67
MPR,2000-06-20,NH4-N,8
MPR,2000-06-20,NO3-N,55
MPR,2000-06-27,K,0.78
MPR,2000-06-27,Mg,1.99
MPR,2000-06-27,Ca,7.22
MPR,2000-06-27,NO3-N,69
MPR,2000-07-05,K,0.62
MPR,2000-07-05,Mg,2.11
MPR,2000-07-05,Ca,6.9
MPR,2000-07-05,NH4-N,8
MPR,2000-07-05,NO3-N,74
MPR,2000-07-11,K,0.7
MPR,2000-07-11,Mg,2.42
MPR,2000-07-11,Ca,6.84
MPR,2000-07-11,NO3-N,62
MPR,2000-07-18,K,0.69
MPR,2000-07-18,Mg,1.58
MPR,2000-07-18,Ca,3.88
MPR,2000-07-18,NH4-N,9
MPR,2000-07-18,NO3-N,69
MPR,2000-07-18,K,0.61
MPR,2000-07-18,Mg,2.11
MPR,2000-07-18,Ca,6.49
MPR,2000-07-18,NH4-N,7
MPR,2000-07-18,NO3-N,67
MPR,2000-07-25,K,0.78
MPR,2000-07-25,Mg,2.51
MPR,2000-07-25,Ca,7.1
MPR,2000-07-25,NH4-N,12
MPR,2000-07-25,NO3-N,65
MPR,2000-08-01,K,0.71
MPR,2000-08-01,Mg,2.01
MPR,2000-08-01,Ca,7.51
MPR,2000-08-01,NH4-N,7
MPR,2000-08-01,NO3-N,67
MPR,2000-08-08,K,0.7
MPR,2000-08-08,Mg,1.84
MPR,2000-08-08,Ca,7.53
MPR,2000-08-08,NH4-N,13
MPR,2000-08-08,NO3-N,71
MPR,2000-08-15,K,0.66
MPR,2000-08-15,Mg,2.15
MPR,2000-08-15,Ca,8.57
MPR,2000-08-15,NH4-N,5
MPR,2000-08-15,NO3-N,45
MPR,2000-08-22,K,0.74
MPR,2000-08-22,Mg,2.2
MPR,2000-08-22,Ca,8.32
MPR,2000-08-22,NO3-N,90
MPR,2000-08-29,K,0.52
MPR,2000-08-29,Mg,1.57
MPR,2000-08-29,Ca,6.99
MPR,2000-08-29,NO3-N,75
MPR,2000-09-05,K,1.15
MPR,2000-09-05,Mg,2.03
MPR,2000-09-05,Ca,7.88
MPR,2000-09-05,NH4-N,9
MPR,2000-09-05,NO3-N,86
MPR,2000-09-12,K,0.7
MPR,2000-09-12,Mg,1.79
MPR,2000-09-12,Ca,6.64
MPR,2000-09-12,NH4-N,7
MPR,2000-09-12,NO3-N,68
MPR,2000-09-19,K,0.66
MPR,2000-09-19,Mg,1.47
MPR,2000-09-19,Ca,6.22
MPR,2000-09-19,NH4-N,5
MPR,2000-09-19,NO3-N,93
MPR,2000-09-26,K,0.79
MPR,2000-09-26,Mg,2
MPR,2000-09-26,Ca,6.82
MPR,2000-09-26,NO3-N,73
MPR,2000-10-03,K,0.64
MPR,2000-10-03,Mg,1.5
MPR,2000-10-03,Ca,5.06
MPR,2000-10-03,NH4-N,5
MPR,2000-10-03,NO3-N,109
MPR,2000-10-10,K,0.64
MPR,2000-10-10,Mg,1.89
MPR,2000-10-10,Ca,6.23
MPR,2000-10-10,NO3-N,67
MPR,2000-10-17,K,0.7
MPR,2000-10-17,Mg,2.32
MPR,2000-10-17,Ca,6.85
MPR,2000-10-17,NO3-N,99
MPR,2000-10-24,K,1.03
MPR,2000-10-24,Mg,1.77
MPR,2000-10-24,Ca,6.44
MPR,2000-10-24,NO3-N,115
MPR,2000-10-31,K,0.72
MPR,2000-10-31,Mg,1.64
MPR,2000-10-31,Ca,5.9
MPR,2000-10-31,NO3-N,69
MPR,2000-11-07,K,0.69
MPR,2000-11-07,Mg,2.08
MPR,2000-11-07,Ca,5.76
MPR,2000-11-07,NO3-N,100
MPR,2000-11-14,K,0.65
MPR,2000-11-14,Mg,2.1
MPR,2000-11-14,Ca,5.3
MPR,2000-11-14,NO3-N,95
MPR,2000-11-21,K,0.59
MPR,2000-11-21,Mg,1.54
MPR,2000-11-21,Ca,5.61
MPR,2000-11-21,NH4-N,17
MPR,2000-11-21,NO3-N,83
MPR,2000-11-28,K,0.64
MPR,2000-11-28,Mg,1.74
MPR,2000-11-28,Ca,8.1
MPR,2000-11-28,NH4-N,8
MPR,2000-11-28,NO3-N,103
MPR,2000-12-05,K,0.74
MPR,2000-12-05,Mg,2.12
MPR,2000-12-05,Ca,5.99
MPR,2000-12-05,NO3-N,103
MPR,2000-12-12,K,0.87
MPR,2000-12-12,Mg,2.37
MPR,2000-12-12,Ca,5.55
MPR,2000-12-12,NH4-N,7
MPR,2000-12-12,NO3-N,128
MPR,2000-12-19,K,0.69
MPR,2000-12-19,Mg,1.88
MPR,2000-12-19,Ca,6.48
MPR,2000-12-19,NO3-N,107
MPR,2000-12-26,K,0.72
MPR,2000-12-26,Mg,2.14
MPR,2000-12-26,Ca,8.34
MPR,2000-12-26,NH4-N,13
MPR,2000-12-26,NO3-N,109
MPR,2001-01-09,K,0.84
MPR,2001-01-09,Mg,2.48
MPR,2001-01-09,Ca,8.16
MPR,2001-01-09,NH4-N,8
MPR,2001-01-09,NO3-N,76
MPR,2001-01-16,K,0.66
MPR,2001-01-16,Mg,2.31
MPR,2001-01-16,Ca,5.84
MPR,2001-01-16,NH4-N,10
MPR,2001-01-16,NO3-N,112
MPR,2001-01-23,K,0.69
MPR,2001-01-23,Mg,2.46
MPR,2001-01-23,Ca,10.67
MPR,2001-01-23,NH4-N,10
MPR,2001-01-23,NO3-N,69
MPR,2001-01-30,K,0.6
MPR,2001-01-30,Mg,1.32
MPR,2001-01-30,Ca,5.11
MPR,2001-01-30,NH4-N,11
MPR,2001-01-30,NO3-N,136
MPR,2001-02-06,K,0.86
MPR,2001-02-06,Mg,2.65
MPR,2001-02-06,Ca,9.9
MPR,2001-02-06,NH4-N,7
MPR,2001-02-06,NO3-N,79
MPR,2001-02-13,K,0.63
MPR,2001-02-13,Mg,1.83
MPR,2001-02-13,Ca,8.28
MPR,2001-02-13,NH4-N,10
MPR,2001-02-13,NO3-N,80
MPR,2001-02-20,K,0.93
MPR,2001-02-20,Mg,3.1
MPR,2001-02-20,Ca,12.66
MPR,2001-02-20,NH4-N,12
MPR,2001-02-20,NO3-N,97
MPR,2001-02-27,K,0.66
MPR,2001-02-27,Mg,2.12
MPR,2001-02-27,Ca,7.2
MPR,2001-02-27,NH4-N,6
MPR,2001-02-27,NO3-N,54
MPR,2001-03-06,K,0.69
MPR,2001-03-06,Mg,2.39
MPR,2001-03-06,Ca,9.57
MPR,2001-03-06,NO3-N,45
MPR,2001-03-13,K,0.75
MPR,2001-03-13,Mg,2.47
MPR,2001-03-13,Ca,8.24
MPR,2001-03-13,NH4-N,5
MPR,2001-03-13,NO3-N,41
MPR,2001-03-20,K,0.77
