sample_id,sample_date,stream_ion,ion_conc
MPR,1993-04-27,K,0.78
MPR,1993-04-27,Mg,2.36
MPR,1993-04-27,Ca,8.13
MPR,1993-04-27,NO3-N,53
MPR,1993-05-04,K,1.07
MPR,1993-05-04,Mg,1.67
MPR,1993-05-04,Ca,6.55
MPR,1993-05-04,NO3-N,68
MPR,1993-05-11,K,0.68
MPR,1993-05-11,Mg,1.52
MPR,1993-05-11,Ca,5.78
MPR,1993-05-11,NO3-N,25
MPR,1993-05-18,K,0.81
MPR,1993-05-18,Mg,2.04
MPR,1993-05-18,Ca,8.04
MPR,1993-05-18,NO3-N,75
MPR,1993-05-25,K,0.87
MPR,1993-05-25,Mg,1.68
MPR,1993-05-25,Ca,6.8
MPR,1993-05-25,NO3-N,11
MPR,1993-06-01,K,0.74
MPR,1993-06-01,Mg,1.74
MPR,1993-06-01,Ca,6.9
MPR,1993-06-08,K,0.83
MPR,1993-06-08,Mg,2.34
MPR,1993-06-08,Ca,9.04
MPR,1993-06-08,NO3-N,56
MPR,1993-06-15,K,0.72
MPR,1993-06-15,Mg,1.77
MPR,1993-06-15,Ca,7.26
MPR,1993-06-15,NO3-N,17
MPR,1993-06-22,K,1.01
MPR,1993-06-22,Mg,1.89
MPR,1993-06-22,Ca,7.22
MPR,1993-06-29,K,0.97
MPR,1993-06-29,Mg,3.29
MPR,1993-06-29,Ca,14.36
MPR,1993-07-06,K,0.64
MPR,1993-07-06,Mg,2.19
MPR,1993-07-06,Ca,8.71
MPR,1993-07-06,NO3-N,148
MPR,1993-07-13,K,0.64
MPR,1993-07-13,Mg,1.88
MPR,1993-07-13,Ca,7.99
MPR,1993-07-20,K,0.76
MPR,1993-07-20,Mg,2.14
MPR,1993-07-20,Ca,8.47
MPR,1993-07-27,K,0.7
MPR,1993-07-27,Mg,0.93
MPR,1993-07-27,Ca,7.45
MPR,1993-08-03,K,0.69
MPR,1993-08-03,Mg,2.34
MPR,1993-08-03,Ca,9.46
MPR,1993-08-03,NO3-N,6
MPR,1993-08-17,K,0.98
MPR,1993-08-17,Mg,2.42
MPR,1993-08-17,Ca,9.77
MPR,1993-08-17,NO3-N,40
MPR,1993-08-24,K,0.97
MPR,1993-08-24,Mg,2.7
MPR,1993-08-24,Ca,10.85
MPR,1993-08-24,NO3-N,58
MPR,1993-08-31,K,0.76
MPR,1993-08-31,Mg,1.48
MPR,1993-08-31,Ca,6
MPR,1993-09-07,K,0.96
MPR,1993-09-07,Mg,1.9
MPR,1993-09-07,Ca,7.65
MPR,1993-09-07,NO3-N,99
MPR,1993-09-14,K,0.91
MPR,1993-09-14,Mg,2.55
MPR,1993-09-14,Ca,10.58
MPR,1993-09-14,NO3-N,56
MPR,1993-09-21,K,0.76
MPR,1993-09-21,Mg,1.97
MPR,1993-09-21,Ca,8.35
MPR,1993-09-21,NO3-N,54
MPR,1993-09-28,K,0.35
MPR,1993-09-28,Mg,1.44
MPR,1993-09-28,Ca,6.78
MPR,1993-09-28,NO3-N,6
MPR,1993-10-05,K,0.8
MPR,1993-10-05,Mg,2.02
MPR,1993-10-05,Ca,7.36
MPR,1993-10-05,NO3-N,19
MPR,1993-10-13,K,0.71
MPR,1993-10-13,Mg,2.14
MPR,1993-10-13,Ca,8.03
MPR,1993-10-13,NO3-N,70
MPR,1993-10-19,K,0.59
MPR,1993-10-19,Mg,1.14
MPR,1993-10-19,Ca,7.11
MPR,1993-10-19,NO3-N,8
MPR,1993-10-26,K,0.8
MPR,1993-10-26,Mg,1.77
MPR,1993-10-26,Ca,7.03
MPR,1993-10-26,NO3-N,83
MPR,1993-11-02,K,0.61
MPR,1993-11-02,Mg,2.86
MPR,1993-11-02,Ca,9.12
MPR,1993-11-02,NO3-N,47
MPR,1993-11-09,K,0.65
MPR,1993-11-09,Mg,1.61
MPR,1993-11-09,Ca,6.58
MPR,1993-11-09,NO3-N,7
MPR,1993-11-16,K,1.05
MPR,1993-11-16,Mg,1.93
MPR,1993-11-16,Ca,6.56
MPR,1993-11-16,NO3-N,53
MPR,1993-11-23,K,0.94
MPR,1993-11-23,Mg,2.81
MPR,1993-11-23,Ca,9.7
MPR,1993-11-23,NO3-N,17
MPR,1993-11-30,K,0.6
MPR,1993-11-30,Mg,1.38
MPR,1993-11-30,Ca,5.15
MPR,1993-11-30,NO3-N,19
MPR,1993-12-07,K,0.54
MPR,1993-12-07,Mg,2.22
MPR,1993-12-07,Ca,8.14
MPR,1993-12-14,K,0.7
MPR,1993-12-14,Mg,2.35
MPR,1993-12-14,Ca,9.98
MPR,1993-12-14,NO3-N,52
MPR,1993-12-21,K,0.64
MPR,1993-12-21,Mg,1.29
MPR,1993-12-21,Ca,5.59
MPR,1993-12-21,NO3-N,25
MPR,1993-12-28,K,0.24
MPR,1993-12-28,Mg,0.52
MPR,1994-01-04,K,0.56
MPR,1994-01-04,Mg,1.02
MPR,1994-01-04,Ca,7.47
MPR,1994-01-11,K,0.12
MPR,1994-01-11,Mg,0.18
MPR,1994-01-11,Ca,0.21
MPR,1994-01-18,K,0.55
MPR,1994-01-18,Mg,1.02
MPR,1994-01-18,Ca,7.12
MPR,1994-01-25,K,0.59
MPR,1994-01-25,Mg,2.17
MPR,1994-01-25,Ca,8.87
MPR,1994-02-01,K,0.56
MPR,1994-02-01,Mg,1.96
MPR,1994-02-01,Ca,7.52
MPR,1994-02-01,NO3-N,5
MPR,1994-02-08,K,0.69
MPR,1994-02-08,Mg,1.95
MPR,1994-02-08,Ca,7.54
MPR,1994-02-08,NO3-N,9
MPR,1994-02-15,K,0.55
MPR,1994-02-15,Mg,2.06
MPR,1994-02-15,Ca,8.1
MPR,1994-02-22,K,0.54
MPR,1994-02-22,Mg,0.97
MPR,1994-02-22,Ca,4
MPR,1994-02-22,NO3-N,5
MPR,1994-03-01,K,0.74
MPR,1994-03-01,Mg,2.08
MPR,1994-03-01,Ca,8.55
MPR,1994-03-08,K,0.79
MPR,1994-03-08,Mg,2.32
MPR,1994-03-08,Ca,9.86
MPR,1994-03-15,K,0.72
MPR,1994-03-15,Mg,2.41
MPR,1994-03-15,Ca,10.44
MPR,1994-03-22,K,0.81
MPR,1994-03-22,Mg,2.56
MPR,1994-03-22,Ca,11.28
MPR,1994-03-22,NO3-N,9
MPR,1994-03-29,K,0.77
MPR,1994-03-29,Mg,2.48
MPR,1994-03-29,Ca,11.17
MPR,1994-04-05,K,0.83
MPR,1994-04-05,Mg,2.63
MPR,1994-04-05,Ca,12.21
MPR,1994-04-12,K,0.7
MPR,1994-04-12,Mg,1.57
MPR,1994-04-12,Ca,5.97
MPR,1994-04-19,K,0.61
MPR,1994-04-19,Mg,1.88
MPR,1994-04-19,Ca,8.26
MPR,1994-04-26,K,0.74
MPR,1994-04-26,Mg,2.4
MPR,1994-04-26,Ca,10.82
MPR,1994-04-26,NO3-N,19
MPR,1994-05-03,K,0.77
MPR,1994-05-03,Mg,2.59
MPR,1994-05-03,Ca,11.6
MPR,1994-05-03,NO3-N,27
MPR,1994-05-10,K,0.6
MPR,1994-05-10,Mg,1.32
MPR,1994-05-10,Ca,5.12
MPR,1994-05-10,NO3-N,19
MPR,1994-05-17,K,1
MPR,1994-05-17,Mg,1.61
MPR,1994-05-17,Ca,6.88
MPR,1994-05-17,NO3-N,18
MPR,1994-05-24,K,0.82
MPR,1994-05-24,Mg,2.31
MPR,1994-05-24,Ca,10.3
MPR,1994-05-24,NO3-N,19
MPR,1994-05-31,K,1.2
MPR,1994-05-31,Mg,3.34
MPR,1994-05-31,Ca,11.44
MPR,1994-05-31,NO3-N,29
MPR,1994-06-07,K,0.8
MPR,1994-06-07,Mg,2.18
MPR,1994-06-07,Ca,8.58
MPR,1994-06-07,NO3-N,12
MPR,1994-06-14,K,0.97
MPR,1994-06-14,Mg,2.55
MPR,1994-06-14,Ca,10.15
MPR,1994-06-14,NO3-N,15
MPR,1994-06-21,K,0.84
MPR,1994-06-21,Mg,2.56
MPR,1994-06-21,Ca,10.04
MPR,1994-06-21,NO3-N,14
MPR,1994-06-28,K,0.82
MPR,1994-06-28,Mg,2.06
MPR,1994-06-28,Ca,9.07
MPR,1994-07-05,K,0.83
MPR,1994-07-05,Mg,2.54
MPR,1994-07-05,Ca,10.16
MPR,1994-07-05,NO3-N,12
MPR,1994-07-12,K,0.49
MPR,1994-07-12,Mg,1.94
MPR,1994-07-12,Ca,3.02
MPR,1994-07-12,NO3-N,38
MPR,1994-07-19,K,0.68
MPR,1994-07-19,Mg,1.71
MPR,1994-07-19,Ca,7.71
MPR,1994-07-19,NO3-N,59
MPR,1994-07-26,K,1.1
MPR,1994-07-26,Mg,2.43
MPR,1994-07-26,Ca,12.08
MPR,1994-08-02,K,0.73
MPR,1994-08-02,Mg,2.28
MPR,1994-08-02,Ca,9.2
MPR,1994-08-09,K,0.88
MPR,1994-08-09,Mg,3.72
MPR,1994-08-09,Ca,5.29
MPR,1994-08-09,NO3-N,179
MPR,1994-08-16,K,0.77
MPR,1994-08-16,Mg,2.18
MPR,1994-08-16,Ca,11.23
MPR,1994-08-23,K,0.85
MPR,1994-08-23,Mg,2.42
MPR,1994-08-23,Ca,11.67
MPR,1994-08-30,K,1.03
MPR,1994-08-30,Mg,3.25
MPR,1994-08-30,Ca,11.65
MPR,1994-09-06,K,0.97
MPR,1994-09-06,Mg,2.18
MPR,1994-09-06,Ca,8.32
MPR,1994-09-13,K,0.79
MPR,1994-09-13,Mg,2.33
MPR,1994-09-13,Ca,9.85
MPR,1994-09-20,K,0.73
MPR,1994-09-20,Mg,1.07
MPR,1994-09-20,Ca,3.62
MPR,1994-09-27,K,1.02
MPR,1994-09-27,Mg,2.03
MPR,1994-09-27,Ca,10.54
MPR,1994-10-04,K,0.85
MPR,1994-10-04,Mg,2.53
MPR,1994-10-04,Ca,12.41
MPR,1994-10-11,K,0.74
MPR,1994-10-11,Mg,1.84
MPR,1994-10-11,Ca,8.15
MPR,1994-10-18,K,0.89
MPR,1994-10-18,Mg,2.24
MPR,1994-10-18,Ca,11.49
MPR,1994-10-25,K,0.65
MPR,1994-10-25,Mg,1.63
MPR,1994-10-25,Ca,6.89
MPR,1994-11-01,K,0.82
MPR,1994-11-01,Mg,2.29
MPR,1994-11-01,Ca,9.8
MPR,1994-11-08,K,0.63
MPR,1994-11-08,Mg,1.36
MPR,1994-11-08,Ca,5.86
MPR,1994-11-15,K,0.73
MPR,1994-11-15,Mg,2.06
MPR,1994-11-15,Ca,9.42
MPR,1994-11-22,K,0.55
MPR,1994-11-22,Mg,1.39
MPR,1994-11-22,Ca,6.05
MPR,1994-11-29,K,0.89
MPR,1994-11-29,Mg,2.29
MPR,1994-11-29,Ca,6.94
MPR,1994-11-29,NO3-N,80
MPR,1994-12-06,K,0.92
MPR,1994-12-06,Mg,2.95
MPR,1994-12-06,Ca,6.41
MPR,1994-12-06,NO3-N,6
MPR,1994-12-13,K,0.6
MPR,1994-12-13,Mg,1.95
MPR,1994-12-13,Ca,8.16
MPR,1994-12-20,K,0.67
MPR,1994-12-20,Mg,2.22
MPR,1994-12-20,Ca,10.04
MPR,1994-12-27,K,0.61
MPR,1994-12-27,Mg,2.28
MPR,1994-12-27,Ca,9.25
MPR,1995-01-03,K,0.61
MPR,1995-01-03,Mg,1.99
MPR,1995-01-03,Ca,9.7
MPR,1995-01-10,K,0.6
MPR,1995-01-10,Mg,1.9
MPR,1995-01-10,Ca,9.56
MPR,1995-01-17,K,0.72
MPR,1995-01-17,Mg,2.18
MPR,1995-01-17,Ca,9
MPR,1995-01-24,K,0.78
MPR,1995-01-24,Mg,2.55
MPR,1995-01-24,Ca,10.86
MPR,1995-01-31,K,0.92
MPR,1995-01-31,Mg,2.75
MPR,1995-01-31,Ca,12.82
MPR,1995-02-07,K,0.66
MPR,1995-02-07,Mg,2.39
MPR,1995-02-07,Ca,10.47
MPR,1995-02-14,K,0.75
MPR,1995-02-14,Mg,2.61
MPR,1995-02-14,Ca,10.46
MPR,1995-02-21,K,0.72
MPR,1995-02-21,Mg,1.8
MPR,1995-02-21,Ca,8.46
MPR,1995-02-28,K,0.5
MPR,1995-02-28,Mg,1.02
MPR,1995-02-28,Ca,4.06
MPR,1995-03-07,K,0.62
MPR,1995-03-07,Mg,1.91
MPR,1995-03-07,Ca,7.77
MPR,1995-03-14,K,0.6
MPR,1995-03-14,Mg,1.5
MPR,1995-03-14,Ca,5.33
MPR,1995-03-21,K,0.66
MPR,1995-03-21,Mg,2.34
MPR,1995-03-21,Ca,10.24
MPR,1995-03-28,K,0.71
MPR,1995-03-28,Mg,2.53
MPR,1995-03-28,Ca,10.57
MPR,1995-04-04,K,0.76
MPR,1995-04-04,Mg,2.62
MPR,1995-04-04,Ca,10.98
MPR,1995-04-11,K,0.82
MPR,1995-04-11,Mg,2.71
MPR,1995-04-11,Ca,11.79
MPR,1995-04-18,K,0.83
MPR,1995-04-18,Mg,2.45
MPR,1995-04-18,Ca,10.75
MPR,1995-05-16,K,0.62
MPR,1995-05-16,Mg,1.14
MPR,1995-05-16,Ca,4.53
MPR,1995-05-23,K,0.9
MPR,1995-05-23,Mg,2.3
MPR,1995-05-23,Ca,9.67
MPR,1995-06-20,K,0.62
MPR,1995-06-20,Mg,2.07
MPR,1995-06-20,Ca,8.49
MPR,1995-06-27,K,0.64
MPR,1995-06-27,Mg,2.24
MPR,1995-06-27,Ca,10.06
MPR,1995-07-05,K,0.65
MPR,1995-07-05,Mg,2.47
MPR,1995-07-05,Ca,11.49
MPR,1995-07-11,K,0.78
MPR,1995-07-11,Mg,2.34
MPR,1995-07-11,Ca,9.79
MPR,1995-07-18,K,0.64
MPR,1995-07-18,Mg,2.04
MPR,1995-07-18,Ca,9.7
MPR,1995-12-12,K,0.78
MPR,1995-12-12,Mg,2.1
MPR,1995-12-12,Ca,9.36
MPR,1995-12-19,K,0.56
MPR,1995-12-19,Mg,1.34
MPR,1995-12-19,Ca,5.37
MPR,1996-01-02,K,0.74
MPR,1996-01-02,Mg,2.34
MPR,1996-01-02,Ca,9.56
MPR,1996-01-09,K,0.76
MPR,1996-01-09,Mg,2.11
MPR,1996-01-09,Ca,8.08
MPR,1996-01-16,K,0.72
MPR,1996-01-16,Mg,1.47
MPR,1996-01-16,Ca,5.92
MPR,1996-01-30,K,0.83
MPR,1996-01-30,Mg,2.23
MPR,1996-01-30,Ca,9.45
MPR,1996-02-06,K,0.55
MPR,1996-02-06,Mg,1.96
MPR,1996-02-06,Ca,7.54
MPR,1996-02-13,K,0.72
MPR,1996-02-13,Mg,2.2
MPR,1996-02-13,Ca,8.7
MPR,1996-02-20,K,0.77
MPR,1996-02-20,Mg,2.34
MPR,1996-02-20,Ca,9.01
MPR,1996-02-27,K,0.6
MPR,1996-02-27,Mg,2.35
MPR,1996-02-27,Ca,9.26
MPR,1996-03-05,K,0.73
MPR,1996-03-05,Mg,1.92
MPR,1996-03-05,Ca,3.84
MPR,1996-03-12,K,0.98
MPR,1996-03-12,Mg,3.39
MPR,1996-03-12,Ca,11.66
MPR,1996-03-19,K,0.83
MPR,1996-03-19,Mg,3.88
MPR,1996-03-19,Ca,14.44
MPR,1996-03-26,K,1.3
MPR,1996-03-26,Mg,2.43
MPR,1996-03-26,Ca,10.36
MPR,1996-04-02,K,0.82
MPR,1996-04-02,Mg,2.53
MPR,1996-04-02,Ca,10.57
MPR,1996-04-09,K,0.81
MPR,1996-04-09,Mg,2.42
MPR,1996-04-09,Ca,9.8
MPR,1996-04-16,K,0.78
MPR,1996-04-16,Mg,1.79
MPR,1996-04-16,Ca,7.58
MPR,1996-04-23,K,0.74
MPR,1996-04-23,Mg,1.97
MPR,1996-04-23,Ca,6.33
MPR,1996-04-30,K,0.86
MPR,1996-04-30,Mg,2.43
MPR,1996-04-30,Ca,9.65
MPR,1996-05-07,K,0.76
MPR,1996-05-07,Mg,1.83
MPR,1996-05-07,Ca,7.77
MPR,1996-05-14,K,0.87
MPR,1996-05-14,Mg,1.36
MPR,1996-05-14,Ca,5.13
MPR,1996-05-21,K,0.76
MPR,1996-05-21,Mg,2.06
MPR,1996-05-21,Ca,8.16
MPR,1996-05-28,K,0.71
MPR,1996-05-28,Mg,2.36
MPR,1996-05-28,Ca,9.56
MPR,1996-06-18,K,0.66
MPR,1996-06-18,Mg,1.69
MPR,1996-06-18,Ca,6.44
MPR,1996-06-25,K,0.76
MPR,1996-06-25,Mg,2.2
MPR,1996-06-25,Ca,8.79
MPR,1996-07-02,K,0.58
MPR,1996-07-02,Mg,2.3
MPR,1996-07-02,Ca,8.57
MPR,1996-07-16,K,1.15
MPR,1996-07-16,Mg,2.65
MPR,1996-07-16,Ca,9.69
MPR,1996-07-23,K,0.75
MPR,1996-07-23,Mg,2.41
MPR,1996-07-23,Ca,9.08
MPR,1996-07-30,K,0.7
MPR,1996-07-30,Mg,2.16
MPR,1996-07-30,Ca,8.8
MPR,1996-07-30,NO3-N,79
MPR,1996-08-06,K,0.73
MPR,1996-08-06,Mg,1.93
MPR,1996-08-06,Ca,7.66
MPR,1996-08-13,K,0.68
MPR,1996-08-13,Mg,2.18
MPR,1996-08-13,Ca,8.67
MPR,1996-08-20,K,0.64
MPR,1996-08-20,Mg,1.98
MPR,1996-08-20,Ca,8.28
MPR,1996-08-27,K,0.78
MPR,1996-08-27,Mg,2.07
MPR,1996-08-27,Ca,8.41
MPR,1996-09-03,K,0.84
MPR,1996-09-03,Mg,2.59
MPR,1996-09-03,Ca,10.28
MPR,1996-09-17,K,0.72
MPR,1996-09-17,Mg,1.86
MPR,1996-09-17,Ca,6.84
MPR,1996-09-24,K,0.71
MPR,1996-09-24,Mg,2.11
MPR,1996-09-24,Ca,8.32
MPR,1996-10-01,K,0.95
MPR,1996-10-01,Mg,2.77
MPR,1996-10-01,Ca,9.95
MPR,1996-10-08,K,0.62
MPR,1996-10-08,Mg,2.09
MPR,1996-10-08,Ca,4.2
MPR,1996-10-15,K,0.76
MPR,1996-10-15,Mg,2.08
MPR,1996-10-15,Ca,8.48
MPR,1996-10-15,NO3-N,117
MPR,1996-10-22,K,0.9
MPR,1996-10-22,Mg,2.4
MPR,1996-10-22,Ca,10.76
MPR,1996-10-22,NO3-N,127
MPR,1996-10-29,K,0.85
MPR,1996-10-29,Mg,1.49
MPR,1996-10-29,Ca,5.42
MPR,1996-10-29,NO3-N,267
MPR,1996-11-05,K,0.79
MPR,1996-11-05,Mg,1.72
MPR,1996-11-05,Ca,7.62
MPR,1996-11-05,NO3-N,161
MPR,1996-11-12,K,0.8
MPR,1996-11-12,Mg,0.83
MPR,1996-11-12,Ca,3.23
MPR,1996-11-12,NO3-N,171
MPR,1996-11-19,K,0.65
MPR,1996-11-19,Mg,1.29
MPR,1996-11-19,Ca,5.14
MPR,1996-11-19,NO3-N,171
MPR,1996-11-26,K,0.37
MPR,1996-11-26,Mg,2.76
MPR,1996-11-26,Ca,3.42
MPR,1996-11-26,NO3-N,166
MPR,1996-12-03,K,0.67
MPR,1996-12-03,Mg,1.86
MPR,1996-12-03,Ca,7.84
MPR,1996-12-03,NO3-N,140
MPR,1996-12-10,K,0.71
MPR,1996-12-10,Mg,2.23
MPR,1996-12-10,Ca,9.44
MPR,1996-12-10,NO3-N,144
MPR,1996-12-17,K,1.15
MPR,1996-12-17,Mg,1.95
MPR,1996-12-17,Ca,8.45
MPR,1996-12-17,NO3-N,150
MPR,1996-12-24,K,0.72
MPR,1996-12-24,Mg,2.33
MPR,1996-12-24,Ca,9.82
MPR,1996-12-24,NO3-N,101
MPR,1997-01-08,K,0.65
MPR,1997-01-08,Mg,1.68
MPR,1997-01-08,Ca,7.99
MPR,1997-01-08,NO3-N,7
MPR,1997-01-21,K,0.68
MPR,1997-01-21,Mg,1.38
MPR,1997-01-21,Ca,5.08
MPR,1997-01-21,NO3-N,191
MPR,1997-01-28,K,0.6
MPR,1997-01-28,Mg,1.52
MPR,1997-01-28,Ca,6.05
MPR,1997-01-28,NO3-N,107
MPR,1997-02-04,K,0.7
MPR,1997-02-04,Mg,1.85
MPR,1997-02-04,Ca,7.74
MPR,1997-02-04,NO3-N,137
MPR,1997-02-11,K,0.7
MPR,1997-02-11,Mg,1.83
MPR,1997-02-11,Ca,7.32
MPR,1997-02-11,NO3-N,117
MPR,1997-02-18,K,0.78
MPR,1997-02-18,Mg,2.14
MPR,1997-02-18,Ca,8.77
MPR,1997-02-18,NO3-N,116
MPR,1997-02-25,K,0.81
MPR,1997-02-25,Mg,1.94
MPR,1997-02-25,Ca,7.93
MPR,1997-02-25,NO3-N,103
MPR,1997-03-04,K,0.97
MPR,1997-03-04,Mg,1.83
MPR,1997-03-04,Ca,7.21
MPR,1997-03-04,NO3-N,92
MPR,1997-03-11,K,1.2
MPR,1997-03-11,Mg,2.11
MPR,1997-03-11,Ca,9.12
MPR,1997-03-11,NO3-N,96
MPR,1997-03-18,K,0.9
MPR,1997-03-18,Mg,1.98
MPR,1997-03-18,Ca,9.19
MPR,1997-03-25,K,0.7
MPR,1997-03-25,Mg,2.64
MPR,1997-03-25,Ca,10.53
MPR,1997-03-25,NO3-N,100
MPR,1997-04-01,K,0.69
MPR,1997-04-01,Mg,2.47
MPR,1997-04-01,Ca,9.84
MPR,1997-04-01,NO3-N,124
MPR,1997-04-08,K,0.69
MPR,1997-04-08,Mg,2.26
MPR,1997-04-08,Ca,9
MPR,1997-04-08,NO3-N,82
MPR,1997-04-15,K,0.86
MPR,1997-04-15,Mg,2.65
MPR,1997-04-15,Ca,11.36
MPR,1997-04-15,NO3-N,76
MPR,1997-04-29,K,0.84
MPR,1997-04-29,Mg,1.8
MPR,1997-04-29,Ca,7.43
MPR,1997-04-29,NO3-N,65
MPR,1997-05-06,K,0.32
MPR,1997-05-06,Mg,1.16
MPR,1997-05-06,Ca,10.99
MPR,1997-05-06,NO3-N,127
MPR,1997-05-13,K,1.38
MPR,1997-05-13,Mg,2.03
MPR,1997-05-13,Ca,8.87
MPR,1997-05-13,NO3-N,121
MPR,1997-05-20,K,1.26
MPR,1997-05-20,Mg,2.44
MPR,1997-05-20,Ca,10.5
MPR,1997-05-20,NO3-N,73
MPR,1997-05-27,K,0.68
MPR,1997-05-27,Mg,1.19
MPR,1997-05-27,Ca,3.38
MPR,1997-05-27,NO3-N,114
MPR,1997-06-03,K,0.64
MPR,1997-06-03,Mg,1.37
MPR,1997-06-03,Ca,5.46
MPR,1997-06-03,NO3-N,325
MPR,1997-06-10,K,1.12
MPR,1997-06-10,Mg,2.34
MPR,1997-06-10,Ca,9.59
MPR,1997-06-10,NO3-N,102
MPR,1997-06-24,K,0.7
MPR,1997-06-24,Mg,4.16
MPR,1997-06-24,Ca,6.53
MPR,1997-06-24,NO3-N,81
MPR,1997-07-01,K,0.77
MPR,1997-07-01,Mg,2.32
MPR,1997-07-01,Ca,9.72
MPR,1997-07-01,NO3-N,60
MPR,1997-07-08,K,0.67
MPR,1997-07-08,Mg,2.21
MPR,1997-07-08,Ca,9.49
MPR,1997-07-08,NO3-N,266
MPR,1997-07-15,K,0.67
MPR,1997-07-15,Mg,2.08
MPR,1997-07-15,Ca,8.58
MPR,1997-07-15,NO3-N,25
MPR,1997-07-23,K,0.58
MPR,1997-07-23,Mg,1.41
MPR,1997-07-23,Ca,5.46
MPR,1997-07-23,NO3-N,75
MPR,1997-08-01,K,0.64
MPR,1997-08-01,Mg,1.9
MPR,1997-08-01,Ca,7.99
MPR,1997-08-01,NO3-N,53
MPR,1997-08-05,K,0.59
MPR,1997-08-05,Mg,1.95
MPR,1997-08-05,Ca,8.17
MPR,1997-08-05,NO3-N,116
MPR,1997-08-12,K,0.94
MPR,1997-08-12,Mg,2.15
MPR,1997-08-12,Ca,9.17
MPR,1997-08-12,NO3-N,70
MPR,1997-08-19,K,0.88
MPR,1997-08-19,Mg,1.21
MPR,1997-08-19,Ca,6.1
MPR,1997-08-19,NO3-N,46
MPR,1997-08-26,K,0.42
MPR,1997-08-26,Mg,1.92
MPR,1997-08-26,Ca,6.86
MPR,1997-08-26,NO3-N,82
MPR,1997-09-02,K,0.6
MPR,1997-09-02,Mg,1.63
MPR,1997-09-02,Ca,6.9
MPR,1997-09-02,NO3-N,8
MPR,1997-09-09,K,0.37
MPR,1997-09-09,Mg,2.05
MPR,1997-09-09,Ca,8.08
MPR,1997-09-09,NO3-N,86
MPR,1997-09-16,K,0.67
MPR,1997-09-16,Mg,1.75
MPR,1997-09-16,Ca,7.11
MPR,1997-09-16,NO3-N,53
MPR,1997-09-23,K,0.71
MPR,1997-09-23,Mg,1.58
MPR,1997-09-23,Ca,6.68
MPR,1997-09-30,K,0.7
MPR,1997-09-30,Mg,1.6
MPR,1997-09-30,Ca,6.12
MPR,1997-09-30,NO3-N,103
MPR,1997-10-07,K,0.59
MPR,1997-10-07,Mg,2.05
MPR,1997-10-07,Ca,8.39
MPR,1997-10-07,NH4-N,8
MPR,1997-10-07,NO3-N,6
MPR,1997-10-14,K,0.65
MPR,1997-10-14,Mg,1.04
MPR,1997-10-14,Ca,4.42
MPR,1997-10-14,NH4-N,5
MPR,1997-10-14,NO3-N,81
MPR,1997-10-21,K,0.87
MPR,1997-10-21,Mg,2.21
MPR,1997-10-21,Ca,7.88
MPR,1997-10-21,NO3-N,43
MPR,1997-10-28,K,1.28
MPR,1997-10-28,Mg,2.5
MPR,1997-10-28,Ca,7.12
MPR,1997-10-28,NO3-N,8
MPR,1997-11-04,K,0.84
MPR,1997-11-04,Mg,2.21
MPR,1997-11-04,Ca,9.1
MPR,1997-11-04,NO3-N,11
MPR,1997-11-10,K,0.65
MPR,1997-11-10,Mg,1.13
MPR,1997-11-10,Ca,4.56
MPR,1997-11-10,NH4-N,9
MPR,1997-11-10,NO3-N,147
MPR,1997-11-11,K,0.77
MPR,1997-11-11,Mg,1.18
MPR,1997-11-11,Ca,3.71
MPR,1997-11-11,NH4-N,9
MPR,1997-11-11,NO3-N,8
MPR,1997-11-18,K,0.82
MPR,1997-11-18,Mg,1.76
MPR,1997-11-18,Ca,6.17
MPR,1997-11-18,NO3-N,18
MPR,1997-12-02,K,0.57
MPR,1997-12-02,Mg,1.87
MPR,1997-12-02,Ca,4.7
MPR,1997-12-02,NO3-N,89
MPR,1997-12-09,K,0.68
MPR,1997-12-09,Mg,2.56
MPR,1997-12-09,Ca,9.49
MPR,1997-12-16,K,0.73
MPR,1997-12-16,Mg,2.43
MPR,1997-12-16,Ca,7.17
MPR,1997-12-16,NO3-N,119
MPR,1997-12-23,K,0.74
MPR,1997-12-23,Mg,2.3
MPR,1997-12-23,Ca,7.5
MPR,1997-12-23,NH4-N,6
MPR,1997-12-23,K,0.77
MPR,1997-12-23,Mg,2.57
MPR,1997-12-23,Ca,8.93
MPR,1997-12-23,NH4-N,79
MPR,1997-12-30,K,0.83
MPR,1997-12-30,Mg,2.55
MPR,1997-12-30,Ca,10.46
MPR,1997-12-30,NH4-N,63
MPR,1997-12-30,NO3-N,35
MPR,1998-01-07,K,0.62
MPR,1998-01-07,Mg,1.15
MPR,1998-01-07,Ca,3.66
MPR,1998-01-07,NH4-N,16
MPR,1998-01-07,NO3-N,103
MPR,1998-01-13,K,0.6
MPR,1998-01-13,Mg,2.12
MPR,1998-01-13,Ca,7.83
MPR,1998-01-13,NH4-N,56
MPR,1998-01-13,NO3-N,146
MPR,1998-01-20,K,0.68
MPR,1998-01-20,Mg,2.21
MPR,1998-01-20,Ca,7.57
MPR,1998-01-20,NH4-N,16
MPR,1998-02-03,K,0.66
MPR,1998-02-03,Mg,1.31
MPR,1998-02-03,Ca,4
MPR,1998-02-03,NH4-N,12
MPR,1998-02-03,NO3-N,33
MPR,1998-02-10,K,0.32
MPR,1998-02-10,Mg,1.35
MPR,1998-02-10,Ca,4.61
MPR,1998-02-10,NH4-N,6
